Fylkenummer;Fylkenavn;Kommunenummer;Kommunenavn;Stemmekretsnummer;Stemmekretsnavn;Partikode;Partinavn;Oppslutning prosentvis;Antall stemmeberettigede;Antall forhåndsstemmer;Antall valgtingstemmer;Antall stemmer totalt;Endring % siste tilsvarende valg;Endring % siste ekvivalente valg;Antall mandater;Antall utjevningsmandater;
16;Sør-Trøndelag;1653;Melhus;;;SP;Senterpartiet;16,5;11277;177;1049;1226;0,7;4,6;6;0;
16;Sør-Trøndelag;1653;Melhus;;;KRF;Kristelig Folkeparti;6,6;11277;115;374;489;-1,2;-0,1;2;0;
16;Sør-Trøndelag;1653;Melhus;;;V;Venstre;2,8;11277;49;161;210;-0,2;0,4;1;0;
16;Sør-Trøndelag;1653;Melhus;;;H;Høyre;23,8;11277;320;1449;1769;8,5;11,6;9;0;
16;Sør-Trøndelag;1653;Melhus;;;FRP;Fremskrittspartiet;9,7;11277;133;586;719;-6,1;-13,1;4;0;
16;Sør-Trøndelag;1657;Skaun;;;A;Det norske Arbeiderparti;25;5014;134;704;838;4,1;-13,7;6;0;
16;Sør-Trøndelag;1657;Skaun;;;SV;Sosialistisk Venstreparti;6,2;5014;30;177;207;0,4;0,8;1;0;
16;Sør-Trøndelag;1657;Skaun;;;RØDT;Rødt;1,2;5014;12;28;40;1,2;0,7;0;0;
16;Sør-Trøndelag;1657;Skaun;;;SP;Senterpartiet;28,6;5014;118;838;956;1,9;14,5;6;0;
16;Sør-Trøndelag;1657;Skaun;;;KRF;Kristelig Folkeparti;5,9;5014;35;162;197;0;0,2;1;0;
16;Sør-Trøndelag;1657;Skaun;;;H;Høyre;12,7;5014;53;371;424;5,1;1,8;3;0;
16;Sør-Trøndelag;1657;Skaun;;;FRP;Fremskrittspartiet;10;5014;53;281;334;-2,7;-11,6;2;0;
16;Sør-Trøndelag;1657;Skaun;;;BLBU;Buviklista;10,5;5014;41;311;352;-6,7;10,5;2;0;
16;Sør-Trøndelag;1662;Klæbu;;;A;Det norske Arbeiderparti;33,6;4166;161;723;884;4,6;-4,5;8;0;
16;Sør-Trøndelag;1662;Klæbu;;;SV;Sosialistisk Venstreparti;8,8;4166;53;178;231;-5,3;1,6;2;0;
16;Sør-Trøndelag;1662;Klæbu;;;SP;Senterpartiet;14,1;4166;50;320;370;2,8;7,7;3;0;
16;Sør-Trøndelag;1662;Klæbu;;;V;Venstre;10,7;4166;40;241;281;4;7,5;2;0;
16;Sør-Trøndelag;1662;Klæbu;;;H;Høyre;19,8;4166;74;446;520;7,5;6,3;5;0;
16;Sør-Trøndelag;1662;Klæbu;;;FRP;Fremskrittspartiet;13;4166;52;291;343;-7,9;-12,1;3;0;
16;Sør-Trøndelag;1663;Malvik;;;A;Det norske Arbeiderparti;44,2;9294;738;1992;2730;2,8;-1,4;13;0;
16;Sør-Trøndelag;1663;Malvik;;;SV;Sosialistisk Venstreparti;5,1;9294;91;226;317;-1,6;-1,6;2;0;
16;Sør-Trøndelag;1663;Malvik;;;SP;Senterpartiet;5,3;9294;67;262;329;-0,5;0,8;2;0;
16;Sør-Trøndelag;1663;Malvik;;;KRF;Kristelig Folkeparti;2,7;9294;45;119;164;2,7;0,3;1;0;
16;Sør-Trøndelag;1663;Malvik;;;V;Venstre;6,4;9294;97;301;398;3,2;2,8;2;0;
16;Sør-Trøndelag;1663;Malvik;;;H;Høyre;24,6;9294;368;1154;1522;4,9;10,3;8;0;
16;Sør-Trøndelag;1663;Malvik;;;FRP;Fremskrittspartiet;9,5;9294;152;434;586;-7,3;-11,6;3;0;
16;Sør-Trøndelag;1663;Malvik;;;MDG;Miljøpartiet De Grønne;2,2;9294;36;99;135;2,2;1,9;0;0;
16;Sør-Trøndelag;1664;Selbu;;;H;Høyre;14;3149;42;231;273;2,4;3,6;4;0;
16;Sør-Trøndelag;1664;Selbu;;;FRP;Fremskrittspartiet;10,7;3149;37;171;208;-0,6;-7,8;3;0;
16;Sør-Trøndelag;1664;Selbu;;;APSV;Fellesliste Arbeiderpartiet / SV;49,5;3149;145;818;963;5,8;49,5;12;0;
16;Sør-Trøndelag;1664;Selbu;;;SP_V_KRF;Fellesliste SP, KrF og Venstre;25,8;3149;49;454;503;-5,2;25,8;6;0;
16;Sør-Trøndelag;1665;Tydal;;;AP_SV_TY;Arbeiderpartiet og SV;34,4;707;54;123;177;34,4;34,4;6;0;
16;Sør-Trøndelag;1665;Tydal;;;LVS;Liste for Venstre og Senterpartiet;46,7;707;49;191;240;46,7;46,7;8;0;
16;Sør-Trøndelag;1665;Tydal;;;TYDL;Tydalslista, bygdeliste for utvikling;18,9;707;35;62;97;-0,2;18,9;3;0;
17;Nord-Trøndelag;1702;Steinkjer;;;A;Det norske Arbeiderparti;38,3;16490;973;2962;3935;2,2;-8;18;0;
17;Nord-Trøndelag;1702;Steinkjer;;;SV;Sosialistisk Venstreparti;4;16490;121;289;410;-2,3;-1,9;2;0;
17;Nord-Trøndelag;1702;Steinkjer;;;SP;Senterpartiet;35,4;16490;524;3116;3640;6,5;18,4;16;0;
17;Nord-Trøndelag;1702;Steinkjer;;;KRF;Kristelig Folkeparti;1,6;16490;41;125;166;-0,3;-0,8;1;0;
17;Nord-Trøndelag;1702;Steinkjer;;;V;Venstre;3,7;16490;68;314;382;-0,6;0,5;2;0;
17;Nord-Trøndelag;1702;Steinkjer;;;H;Høyre;8,7;16490;200;690;890;1,7;0,7;4;0;
17;Nord-Trøndelag;1702;Steinkjer;;;FRP;Fremskrittspartiet;8,3;16490;184;674;858;-7;-8;4;0;
17;Nord-Trøndelag;1703;Namsos;;;A;Det norske Arbeiderparti;39;9678;422;1848;2270;11,1;-8;14;0;
17;Nord-Trøndelag;1703;Namsos;;;SV;Sosialistisk Venstreparti;18,3;9678;196;869;1065;-7,4;9,1;7;0;
17;Nord-Trøndelag;1703;Namsos;;;SP;Senterpartiet;5,7;9678;62;267;329;-0,8;-0,2;2;0;
17;Nord-Trøndelag;1703;Namsos;;;KRF;Kristelig Folkeparti;4,5;9678;51;209;260;-0,1;0,6;2;0;
17;Nord-Trøndelag;1703;Namsos;;;V;Venstre;7,7;9678;61;388;449;-1,8;4,8;3;0;
17;Nord-Trøndelag;1703;Namsos;;;H;Høyre;15,3;9678;150;740;890;5,7;5,8;6;0;
17;Nord-Trøndelag;1703;Namsos;;;FRP;Fremskrittspartiet;9,6;9678;89;468;557;-6,5;-11,2;3;0;
17;Nord-Trøndelag;1711;Meråker;;;A;Det norske Arbeiderparti;35,7;1973;110;328;438;-15,1;-11,7;7;0;
17;Nord-Trøndelag;1711;Meråker;;;SV;Sosialistisk Venstreparti;6,1;1973;24;51;75;-1,6;-1,1;1;0;
17;Nord-Trøndelag;1711;Meråker;;;SP;Senterpartiet;12,9;1973;18;140;158;0,3;1,2;3;0;
17;Nord-Trøndelag;1711;Meråker;;;V;Venstre;17,1;1973;40;170;210;10,4;14;4;0;
17;Nord-Trøndelag;1711;Meråker;;;H;Høyre;9,6;1973;23;95;118;5,1;2,9;2;0;
17;Nord-Trøndelag;1711;Meråker;;;FRP;Fremskrittspartiet;4,2;1973;12;39;51;-2,9;-16,5;1;0;
17;Nord-Trøndelag;1711;Meråker;;;METPBL;Meråker Tverrpolitiske Bygdeliste;14,4;1973;29;148;177;3,8;14,4;3;0;
17;Nord-Trøndelag;1714;Stjørdal;;;A;Det norske Arbeiderparti;43,5;16324;739;3812;4551;10,6;1,5;18;0;
17;Nord-Trøndelag;1714;Stjørdal;;;SV;Sosialistisk Venstreparti;4,2;16324;79;360;439;-0,4;-1,8;2;0;
17;Nord-Trøndelag;1714;Stjørdal;;;RØDT;Rødt;0,7;16324;20;57;77;-0,3;-0,1;0;0;
17;Nord-Trøndelag;1714;Stjørdal;;;SP;Senterpartiet;17,7;16324;270;1579;1849;-7,4;6;7;0;
17;Nord-Trøndelag;1714;Stjørdal;;;KRF;Kristelig Folkeparti;3,9;16324;85;325;410;-0,3;0;2;0;
17;Nord-Trøndelag;1714;Stjørdal;;;V;Venstre;4,5;16324;97;378;475;-0,3;1,6;2;0;
17;Nord-Trøndelag;1714;Stjørdal;;;H;Høyre;15,8;16324;309;1346;1655;5;2,7;7;0;
17;Nord-Trøndelag;1714;Stjørdal;;;FRP;Fremskrittspartiet;8,1;16324;157;696;853;-5,9;-10,6;3;0;
17;Nord-Trøndelag;1714;Stjørdal;;;MDG;Miljøpartiet De Grønne;1,5;16324;42;120;162;-1;1,2;0;0;
17;Nord-Trøndelag;1717;Frosta;;;A;Det norske Arbeiderparti;20,2;1905;33;229;262;0,3;-12,1;3;0;
17;Nord-Trøndelag;1717;Frosta;;;SV;Sosialistisk Venstreparti;8,4;1905;16;93;109;2;4,2;1;0;
17;Nord-Trøndelag;1717;Frosta;;;SP;Senterpartiet;21,9;1905;23;261;284;-1,2;1,3;4;0;
17;Nord-Trøndelag;1717;Frosta;;;KRF;Kristelig Folkeparti;6,1;1905;12;67;79;-0,2;-0,2;1;0;
17;Nord-Trøndelag;1717;Frosta;;;V;Venstre;10,7;1905;8;131;139;4,4;8;2;0;
17;Nord-Trøndelag;1717;Frosta;;;H;Høyre;32,5;1905;60;361;421;-5,3;14,2;6;0;
17;Nord-Trøndelag;1718;Leksvik;;;A;Det norske Arbeiderparti;30,2;2723;100;423;523;-2,1;-5,4;7;0;
17;Nord-Trøndelag;1718;Leksvik;;;SV;Sosialistisk Venstreparti;3,3;2723;17;41;58;-0,9;-1,3;1;0;
17;Nord-Trøndelag;1718;Leksvik;;;SP;Senterpartiet;22,8;2723;66;329;395;-3,1;4,4;6;0;
17;Nord-Trøndelag;1718;Leksvik;;;KRF;Kristelig Folkeparti;6,4;2723;27;83;110;-0,2;0,7;2;0;
17;Nord-Trøndelag;1718;Leksvik;;;V;Venstre;4,8;2723;9;75;84;-0,3;2,9;1;0;
17;Nord-Trøndelag;1718;Leksvik;;;H;Høyre;19,7;2723;49;292;341;8,6;8,3;5;0;
17;Nord-Trøndelag;1718;Leksvik;;;FRP;Fremskrittspartiet;12,8;2723;30;191;221;-1,9;-8,6;3;0;
17;Nord-Trøndelag;1719;Levanger;;;A;Det norske Arbeiderparti;44,8;14302;904;3074;3978;6,6;0;16;0;
17;Nord-Trøndelag;1719;Levanger;;;SV;Sosialistisk Venstreparti;6,3;14302;186;377;563;-3,8;-1,3;2;0;
17;Nord-Trøndelag;1719;Levanger;;;SP;Senterpartiet;13,1;14302;170;991;1161;-2,4;0,1;5;0;
17;Nord-Trøndelag;1719;Levanger;;;KRF;Kristelig Folkeparti;6,8;14302;147;461;608;0,2;0;2;0;
17;Nord-Trøndelag;1719;Levanger;;;V;Venstre;6,5;14302;128;446;574;-2,1;3,9;2;0;
17;Nord-Trøndelag;1719;Levanger;;;H;Høyre;14,3;14302;307;962;1269;5,8;5,5;5;0;
17;Nord-Trøndelag;1719;Levanger;;;FRP;Fremskrittspartiet;7,3;14302;178;468;646;-4,6;-7,8;3;0;
17;Nord-Trøndelag;1719;Levanger;;;DEMN;Demokratene i Norge;0,2;14302;2;13;15;0,1;0,1;0;0;
17;Nord-Trøndelag;1719;Levanger;;;MDG;Miljøpartiet De Grønne;0,7;14302;16;46;62;0,7;0,5;0;0;
17;Nord-Trøndelag;1721;Verdal;;;A;Det norske Arbeiderparti;47,2;10893;691;2381;3072;-0,9;-4,3;17;0;
17;Nord-Trøndelag;1721;Verdal;;;SV;Sosialistisk Venstreparti;4,2;10893;51;222;273;-1,9;-0,9;1;0;
17;Nord-Trøndelag;1721;Verdal;;;RØDT;Rødt;1,3;10893;22;60;82;1,3;0,5;0;0;
17;Nord-Trøndelag;1721;Verdal;;;SP;Senterpartiet;18,5;10893;184;1020;1204;1;7,3;7;0;
17;Nord-Trøndelag;1721;Verdal;;;KRF;Kristelig Folkeparti;2,5;10893;37;127;164;-0,8;-0,1;1;0;
17;Nord-Trøndelag;1721;Verdal;;;V;Venstre;5,4;10893;73;276;349;1,1;3,4;2;0;
17;Nord-Trøndelag;1721;Verdal;;;H;Høyre;11,6;10893;146;607;753;4,8;4,1;4;0;
17;Nord-Trøndelag;1721;Verdal;;;FRP;Fremskrittspartiet;9,5;10893;150;468;618;-4,5;-9,5;3;0;
17;Nord-Trøndelag;1724;Verran;;;A;Det norske Arbeiderparti;35,7;2057;87;352;439;-8,7;-11,9;7;0;
17;Nord-Trøndelag;1724;Verran;;;SP;Senterpartiet;29,2;2057;41;318;359;7,2;17,1;6;0;
17;Nord-Trøndelag;1724;Verran;;;KRF;Kristelig Folkeparti;2,3;2057;5;23;28;-2,7;-1,3;0;0;
17;Nord-Trøndelag;1724;Verran;;;V;Venstre;22,3;2057;33;241;274;10,9;16,9;5;0;
17;Nord-Trøndelag;1724;Verran;;;FRP;Fremskrittspartiet;7,1;2057;14;73;87;-2,1;-14,9;1;0;
17;Nord-Trøndelag;1724;Verran;;;BIV;Bygdalista i Verran;3,3;2057;14;27;41;-1,2;3,3;0;0;
17;Nord-Trøndelag;1725;Namdalseid;;;A;Det norske Arbeiderparti;29;1395;46;214;260;-1,8;-7,6;6;0;
17;Nord-Trøndelag;1725;Namdalseid;;;SP;Senterpartiet;53,7;1395;66;416;482;1,6;25,2;10;0;
17;Nord-Trøndelag;1725;Namdalseid;;;KRF;Kristelig Folkeparti;4,7;1395;5;37;42;-0,7;-0,8;1;0;
17;Nord-Trøndelag;1725;Namdalseid;;;V;Venstre;7;1395;10;53;63;2,7;3,7;1;0;
17;Nord-Trøndelag;1725;Namdalseid;;;H;Høyre;5,6;1395;12;38;50;2,4;0,3;1;0;
17;Nord-Trøndelag;1736;Snåsa;;;A;Det norske Arbeiderparti;39,5;1718;82;396;478;3,5;0,2;8;0;
17;Nord-Trøndelag;1736;Snåsa;;;SV;Sosialistisk Venstreparti;4,7;1718;12;45;57;-1,3;-1,8;1;0;
17;Nord-Trøndelag;1736;Snåsa;;;SP;Senterpartiet;34,9;1718;73;349;422;-8,6;0;8;0;
17;Nord-Trøndelag;1736;Snåsa;;;V;Venstre;12,8;1718;28;127;155;5,1;9,7;3;0;
17;Nord-Trøndelag;1736;Snåsa;;;H;Høyre;5,2;1718;15;48;63;-1,5;0,1;1;0;
17;Nord-Trøndelag;1736;Snåsa;;;FRP;Fremskrittspartiet;2,8;1718;11;23;34;2,8;-6,2;0;0;
17;Nord-Trøndelag;1738;Lierne;;;A;Det norske Arbeiderparti;56,3;1119;34;344;378;4,2;17,1;8;0;
17;Nord-Trøndelag;1738;Lierne;;;SP;Senterpartiet;23,2;1119;23;133;156;-6,5;-3,5;4;0;
17;Nord-Trøndelag;1738;Lierne;;;KRF;Kristelig Folkeparti;4,5;1119;8;22;30;0,7;-0,5;1;0;
17;Nord-Trøndelag;1738;Lierne;;;V;Venstre;4,3;1119;1;28;29;-0,8;0,4;0;0;
17;Nord-Trøndelag;1738;Lierne;;;LB;Lierne Bygdeliste;11,8;1119;11;68;79;5,8;11,8;2;0;
17;Nord-Trøndelag;1739;Røyrvik;;;A;Det norske Arbeiderparti;54;396;61;113;174;5,7;9,2;7;0;
17;Nord-Trøndelag;1739;Røyrvik;;;SBLRØ;Samarbeidslista i Røyrvik  Fellesliste mellom frie velgere, H, KrF, Sp og V;46;396;47;101;148;-2,1;46;6;0;
17;Nord-Trøndelag;1740;Namsskogan;;;A;Det norske Arbeiderparti;37,8;725;48;150;198;0,6;-6;5;0;
17;Nord-Trøndelag;1740;Namsskogan;;;SV;Sosialistisk Venstreparti;20;725;25;80;105;-13,6;9,1;3;0;
17;Nord-Trøndelag;1740;Namsskogan;;;SP;Senterpartiet;9,2;725;9;39;48;-5,1;-6,9;1;0;
17;Nord-Trøndelag;1740;Namsskogan;;;FRP;Fremskrittspartiet;5,7;725;6;24;30;5,7;-10,7;1;0;
17;Nord-Trøndelag;1740;Namsskogan;;;OPTI;Optimum;27,3;725;23;120;143;14;27,3;3;0;
17;Nord-Trøndelag;1742;Grong;;;A;Det norske Arbeiderparti;38,6;1832;89;414;503;14,2;0,2;7;0;
17;Nord-Trøndelag;1742;Grong;;;SV;Sosialistisk Venstreparti;8,1;1832;22;83;105;-1,4;-0,7;1;0;
17;Nord-Trøndelag;1742;Grong;;;SP;Senterpartiet;40,8;1832;86;445;531;-14,4;13,8;7;0;
17;Nord-Trøndelag;1742;Grong;;;V;Venstre;4;1832;8;44;52;-0,4;1,3;0;0;
17;Nord-Trøndelag;1742;Grong;;;H;Høyre;8,6;1832;25;87;112;2,7;2,6;2;0;
17;Nord-Trøndelag;1743;Høylandet;;;A;Det norske Arbeiderparti;33,5;968;35;208;243;13,6;-6,3;6;0;
17;Nord-Trøndelag;1743;Høylandet;;;SP;Senterpartiet;50,8;968;73;295;368;-3,2;13,6;10;0;
17;Nord-Trøndelag;1743;Høylandet;;;V;Venstre;4,6;968;7;26;33;-1,4;-0,6;1;0;
17;Nord-Trøndelag;1743;Høylandet;;;BYGH;Bygdeliste for Høylandet;5,1;968;5;32;37;-2,2;5,1;1;0;
17;Nord-Trøndelag;1743;Høylandet;;;VØHK;Valgliste for Øvre-Høylandet og Kongsmoen krets;6,1;968;9;35;44;-2;6,1;1;0;
17;Nord-Trøndelag;1744;Overhalla;;;A;Det norske Arbeiderparti;37,4;2776;164;558;722;9,3;-4;8;0;
17;Nord-Trøndelag;1744;Overhalla;;;SV;Sosialistisk Venstreparti;3,5;2776;15;53;68;-1,1;-3,7;1;0;
17;Nord-Trøndelag;1744;Overhalla;;;SP;Senterpartiet;38,7;2776;126;622;748;-9;14,4;8;0;
17;Nord-Trøndelag;1744;Overhalla;;;V;Venstre;3,3;2776;18;45;63;-1,7;0,4;0;0;
17;Nord-Trøndelag;1744;Overhalla;;;H;Høyre;5;2776;15;81;96;0,6;-2,5;1;0;
17;Nord-Trøndelag;1744;Overhalla;;;FRP;Fremskrittspartiet;12,1;2776;41;193;234;2,9;-2;3;0;
17;Nord-Trøndelag;1748;Fosnes;;;A;Det norske Arbeiderparti;36,8;522;21;99;120;-3,6;-1,8;5;0;
17;Nord-Trøndelag;1748;Fosnes;;;FLSPKRF;Fellesliste for Senterpartiet og Kristelig Folkeparti;63,2;522;40;166;206;5,5;63,2;10;0;
17;Nord-Trøndelag;1749;Flatanger;;;A;Det norske Arbeiderparti;14,7;862;30;61;91;14,7;-19;2;0;
17;Nord-Trøndelag;1749;Flatanger;;;SV;Sosialistisk Venstreparti;8,1;862;13;37;50;8,1;1,1;1;0;
17;Nord-Trøndelag;1749;Flatanger;;;SP;Senterpartiet;17,6;862;17;92;109;4,2;3;3;0;
17;Nord-Trøndelag;1749;Flatanger;;;KRF;Kristelig Folkeparti;3,6;862;7;15;22;0;-1,1;0;0;
17;Nord-Trøndelag;1749;Flatanger;;;V;Venstre;30,9;862;42;149;191;-12;23,5;5;0;
17;Nord-Trøndelag;1749;Flatanger;;;H;Høyre;10,5;862;17;48;65;-1;-0,4;2;0;
17;Nord-Trøndelag;1749;Flatanger;;;FRP;Fremskrittspartiet;14,7;862;28;63;91;2,7;-5,2;2;0;
17;Nord-Trøndelag;1750;Vikna;;;A;Det norske Arbeiderparti;24,4;3104;115;361;476;1,3;-9,4;6;0;
17;Nord-Trøndelag;1750;Vikna;;;SV;Sosialistisk Venstreparti;3;3104;16;43;59;-1,5;-2;1;0;
17;Nord-Trøndelag;1750;Vikna;;;SP;Senterpartiet;14,3;3104;41;239;280;5,8;-0,1;3;0;
17;Nord-Trøndelag;1750;Vikna;;;KRF;Kristelig Folkeparti;8,1;3104;32;127;159;-12,3;2;2;0;
17;Nord-Trøndelag;1750;Vikna;;;V;Venstre;14,8;3104;37;253;290;1,8;11,2;3;0;
17;Nord-Trøndelag;1750;Vikna;;;H;Høyre;16,8;3104;54;275;329;7,2;6,2;4;0;
17;Nord-Trøndelag;1750;Vikna;;;FRP;Fremskrittspartiet;18,4;3104;87;273;360;-2,3;-7;4;0;
17;Nord-Trøndelag;1751;Nærøy;;;A;Det norske Arbeiderparti;26,4;3883;97;491;588;7,1;-7,4;7;0;
17;Nord-Trøndelag;1751;Nærøy;;;SV;Sosialistisk Venstreparti;8,9;3883;40;159;199;-4,2;2,5;2;0;
17;Nord-Trøndelag;1751;Nærøy;;;SP;Senterpartiet;34,9;3883;116;663;779;-2,8;13;10;0;
17;Nord-Trøndelag;1751;Nærøy;;;KRF;Kristelig Folkeparti;5;3883;27;84;111;0,1;0;1;0;
17;Nord-Trøndelag;1751;Nærøy;;;V;Venstre;5,6;3883;18;107;125;1,3;2,1;2;0;
17;Nord-Trøndelag;1751;Nærøy;;;H;Høyre;8,4;3883;26;162;188;2,6;0,9;2;0;
17;Nord-Trøndelag;1751;Nærøy;;;FRP;Fremskrittspartiet;10,8;3883;53;188;241;-4,2;-9,8;3;0;
17;Nord-Trøndelag;1755;Leka;;;A;Det norske Arbeiderparti;27,6;479;24;78;102;8,9;-5;4;0;
17;Nord-Trøndelag;1755;Leka;;;SV;Sosialistisk Venstreparti;8,1;479;8;22;30;-4;0,3;1;0;
17;Nord-Trøndelag;1755;Leka;;;SP;Senterpartiet;56,2;479;37;171;208;-13;18,9;9;0;
17;Nord-Trøndelag;1755;Leka;;;V;Venstre;8,1;479;7;23;30;8,1;5,6;1;0;
17;Nord-Trøndelag;1756;Inderøy;;;A;Det norske Arbeiderparti;33,2;5090;204;954;1158;6,2;-8,3;10;0;
17;Nord-Trøndelag;1756;Inderøy;;;SV;Sosialistisk Venstreparti;5,7;5090;48;151;199;-2,1;-1,5;2;0;
17;Nord-Trøndelag;1756;Inderøy;;;SP;Senterpartiet;39,8;5090;157;1231;1388;3;17,8;13;0;
17;Nord-Trøndelag;1756;Inderøy;;;KRF;Kristelig Folkeparti;4,3;5090;24;125;149;0,1;-0,6;1;0;
17;Nord-Trøndelag;1756;Inderøy;;;V;Venstre;2,4;5090;17;68;85;-1,3;-0,1;1;0;
17;Nord-Trøndelag;1756;Inderøy;;;H;Høyre;10,6;5090;58;313;371;-1,6;3,2;3;0;
17;Nord-Trøndelag;1756;Inderøy;;;FRP;Fremskrittspartiet;3,9;5090;36;100;136;-3,8;-9,3;1;0;
18;Nordland;1804;Bodø;;;A;Det norske Arbeiderparti;33,9;36635;3476;4590;8066;-4,2;-5,5;13;0;
18;Nordland;1804;Bodø;;;SV;Sosialistisk Venstreparti;4;36635;431;524;955;-2,2;-3,9;2;0;
18;Nordland;1804;Bodø;;;RØDT;Rødt;6,4;36635;453;1071;1524;0,7;4,9;3;0;
18;Nordland;1804;Bodø;;;SP;Senterpartiet;2,9;36635;223;458;681;-2,4;-1,5;1;0;
18;Nordland;1804;Bodø;;;KRF;Kristelig Folkeparti;3,2;36635;280;486;766;-0,7;-0,2;1;0;
18;Nordland;1804;Bodø;;;V;Venstre;3,2;36635;310;458;768;0,2;0,4;1;0;
18;Nordland;1804;Bodø;;;H;Høyre;23,2;36635;2352;3177;5529;10,4;8,3;9;0;
18;Nordland;1804;Bodø;;;FRP;Fremskrittspartiet;22,2;36635;2163;3114;5277;-2,3;-2,7;9;0;
18;Nordland;1804;Bodø;;;KYST;Kystpartiet;0,3;36635;23;47;70;-0,3;0;0;0;
18;Nordland;1804;Bodø;;;MDG;Miljøpartiet De Grønne;0,7;36635;86;86;172;0,7;0,4;0;0;
18;Nordland;1805;Narvik;;;A;Det norske Arbeiderparti;35,4;14394;621;2525;3146;0,5;-1,5;15;0;
18;Nordland;1805;Narvik;;;SV;Sosialistisk Venstreparti;5,3;14394;79;392;471;-5,7;-3,9;2;0;
18;Nordland;1805;Narvik;;;RØDT;Rødt;5,6;14394;87;410;497;5,6;4,7;2;0;
18;Nordland;1805;Narvik;;;SP;Senterpartiet;1,7;14394;23;124;147;-1,6;-1,7;0;0;
18;Nordland;1805;Narvik;;;KRF;Kristelig Folkeparti;3;14394;59;205;264;-2,5;-0,4;1;0;
18;Nordland;1805;Narvik;;;V;Venstre;3,9;14394;47;301;348;1,6;1,8;2;0;
18;Nordland;1805;Narvik;;;H;Høyre;24,1;14394;299;1839;2138;12,9;11,7;10;0;
18;Nordland;1805;Narvik;;;FRP;Fremskrittspartiet;21,1;14394;337;1541;1878;-10;-9,9;9;0;
18;Nordland;1811;Bindal;;;A;Det norske Arbeiderparti;37,6;1263;105;245;350;-8,5;-7,1;6;0;
18;Nordland;1811;Bindal;;;BAL;Bindal Alternative Liste;7;1263;21;44;65;-4,6;7;1;0;
18;Nordland;1811;Bindal;;;LHV;Liste for Høyre og Venstre;45,4;1263;81;342;423;19,1;45,4;8;0;
18;Nordland;1811;Bindal;;;SP_SV;Liste Sp/SV;10;1263;23;70;93;-5,9;10;2;0;
18;Nordland;1812;Sømna;;;A;Det norske Arbeiderparti;17,6;1595;36;155;191;-17,7;-16,7;3;0;
18;Nordland;1812;Sømna;;;SP;Senterpartiet;37,3;1595;60;345;405;37,3;9,8;6;0;
18;Nordland;1812;Sømna;;;KRF;Kristelig Folkeparti;5,3;1595;14;43;57;5,3;0,6;1;0;
18;Nordland;1812;Sømna;;;FRP;Fremskrittspartiet;5,7;1595;7;55;62;-0,4;-11,3;1;0;
18;Nordland;1812;Sømna;;;SBL;Sømna Bygdeliste;4,7;1595;4;47;51;-3,3;4,7;1;0;
18;Nordland;1812;Sømna;;;TPLS;Tverrpolitisk liste Sømna;29,4;1595;71;248;319;29,4;29,4;5;0;
18;Nordland;1813;Brønnøy;;;A;Det norske Arbeiderparti;35,6;5900;218;1084;1302;20,8;-3,3;10;0;
18;Nordland;1813;Brønnøy;;;SV;Sosialistisk Venstreparti;3,2;5900;35;82;117;-3,3;-3,9;1;0;
18;Nordland;1813;Brønnøy;;;SP;Senterpartiet;18,2;5900;94;573;667;-25;6,6;5;0;
18;Nordland;1813;Brønnøy;;;KRF;Kristelig Folkeparti;1,9;5900;11;59;70;-0,6;-1,1;0;0;
18;Nordland;1813;Brønnøy;;;V;Venstre;4,6;5900;31;137;168;-4,4;2,2;1;0;
18;Nordland;1813;Brønnøy;;;H;Høyre;32,5;5900;192;996;1188;24;20,2;9;0;
18;Nordland;1813;Brønnøy;;;FRP;Fremskrittspartiet;4,1;5900;31;118;149;-3;-18,7;1;0;
18;Nordland;1815;Vega;;;A;Det norske Arbeiderparti;51,2;1002;98;267;365;-8,6;7,4;8;0;
18;Nordland;1815;Vega;;;SV;Sosialistisk Venstreparti;6,6;1002;17;30;47;-1,6;-2,3;1;0;
18;Nordland;1815;Vega;;;SP;Senterpartiet;21,7;1002;41;114;155;-2,9;2,5;3;0;
18;Nordland;1815;Vega;;;H;Høyre;8,1;1002;17;41;58;0,8;1,4;1;0;
18;Nordland;1815;Vega;;;FRP;Fremskrittspartiet;5,2;1002;10;27;37;5,2;-9,4;1;0;
18;Nordland;1815;Vega;;;KYST;Kystpartiet;7,2;1002;7;44;51;7,2;6,6;1;0;
18;Nordland;1816;Vevelstad;;;A;Det norske Arbeiderparti;22,8;408;27;36;63;-9,5;-15,2;3;0;
18;Nordland;1816;Vevelstad;;;KOM;Kommunelista;16,7;408;23;23;46;-10,5;16,7;2;0;
18;Nordland;1816;Vevelstad;;;SAMVE;Samarbeidsliste;60,5;408;47;120;167;20;60,5;8;0;
18;Nordland;1818;Herøy;;;A;Det norske Arbeiderparti;54,5;1280;101;327;428;-3,2;14,8;11;0;
18;Nordland;1818;Herøy;;;FRP;Fremskrittspartiet;17,6;1280;29;109;138;2;-8,3;3;0;
18;Nordland;1818;Herøy;;;HE_HVSP;Fellesliste for Høyre, Venstre og SP;27,9;1280;29;190;219;27,9;27,9;5;0;
18;Nordland;1820;Alstahaug;;;A;Det norske Arbeiderparti;32,6;5641;259;836;1095;15,7;-5,3;9;0;
18;Nordland;1820;Alstahaug;;;SV;Sosialistisk Venstreparti;2,2;5641;21;52;73;-1,9;-4;0;0;
